1,24.742,1526855420,user_group-1,24.713335,,{'Latency': 24.71326994895935}
2,24.749,1526855420,user_group-2,24.742474,,{'Latency': 24.74236297607422}
3,24.751,1526855420,user_group-2,24.736978,,{'Latency': 24.736919164657593}
4,24.754,1526855420,user_group-2,24.734588,,{'Latency': 24.734540939331055}
5,24.862,1526855420,user_group-1,24.840516,,{'Latency': 24.84047508239746}
6,24.862,1526855420,user_group-1,24.835937,,{'Latency': 24.835906982421875}
7,26.749,1526855422,user_group-1,26.745053,,{'Latency': 26.745009899139404}
8,26.749,1526855422,user_group-1,26.726367,,{'Latency': 26.726335048675537}
9,26.750,1526855422,user_group-1,26.737833,,{'Latency': 26.73778200149536}
10,26.751,1526855422,user_group-1,26.731065,,{'Latency': 26.731019973754883}
11,27.738,1526855423,user_group-1,2.876104,,{'Latency': 2.8760499954223633}
12,27.894,1526855423,user_group-2,3.143528,,{'Latency': 3.143326997756958}
13,28.128,1526855423,user_group-2,3.376803,,{'Latency': 3.376713991165161}
14,29.760,1526855425,user_group-1,4.897367,,{'Latency': 4.897330045700073}
15,29.760,1526855425,user_group-1,3.007377,,{'Latency': 3.007345199584961}
16,29.765,1526855425,user_group-1,3.014974,,{'Latency': 3.0149331092834473}
17,29.769,1526855425,user_group-1,3.015765,,{'Latency': 3.0157079696655273}
18,29.851,1526855425,user_group-1,2.113175,,{'Latency': 2.1131229400634766}
19,30.096,1526855425,user_group-1,5.352694,,{'Latency': 5.3525941371917725}
20,30.107,1526855425,user_group-1,3.357318,,{'Latency': 3.3572659492492676}
21,31.729,1526855427,user_group-2,6.973334,,{'Latency': 6.973289966583252}
22,31.735,1526855427,user_group-2,3.840984,,{'Latency': 3.8409318923950195}
23,32.740,1526855428,user_group-2,4.611773,,{'Latency': 4.6116979122161865}
24,32.746,1526855428,user_group-1,2.977054,,{'Latency': 2.9770190715789795}
25,32.749,1526855428,user_group-1,2.988375,,{'Latency': 2.988337993621826}
26,32.749,1526855428,user_group-1,2.984031,,{'Latency': 2.9839978218078613}
27,32.749,1526855428,user_group-1,2.898113,,{'Latency': 2.898081064224243}
28,32.754,1526855428,user_group-1,2.658633,,{'Latency': 2.6586008071899414}
29,33.749,1526855429,user_group-1,3.987990,,{'Latency': 3.9879400730133057}
30,35.751,1526855431,user_group-2,4.021541,,{'Latency': 4.021466016769409}
31,35.753,1526855431,user_group-1,2.998011,,{'Latency': 2.997951030731201}
32,35.757,1526855431,user_group-1,2.007840,,{'Latency': 2.007796049118042}
33,35.863,1526855431,user_group-2,4.127849,,{'Latency': 4.127811908721924}
34,35.886,1526855431,user_group-2,3.145776,,{'Latency': 3.145720958709717}
35,35.896,1526855431,user_group-1,5.789679,Bad Response: HTTP 500,{'Latency': 5.789660930633545}
36,36.057,1526855431,user_group-1,3.306853,,{'Latency': 3.3066329956054688}
37,37.766,1526855433,user_group-1,5.020218,,{'Latency': 5.020174980163574}
38,37.940,1526855433,user_group-1,2.182614,,{'Latency': 2.1825740337371826}
39,38.069,1526855433,user_group-1,2.316419,,{'Latency': 2.3163509368896484}
40,39.777,1526855435,user_group-2,3.913743,,{'Latency': 3.9136719703674316}
41,39.779,1526855435,user_group-1,3.722650,,{'Latency': 3.7225940227508545}
42,39.784,1526855435,user_group-2,3.897462,,{'Latency': 3.89742112159729}
43,39.786,1526855435,user_group-2,4.035092,,{'Latency': 4.035051107406616}
44,39.782,1526855435,user_group-1,7.033820,,{'Latency': 7.033782005310059}
45,39.782,1526855435,user_group-1,3.885753,,{'Latency': 3.8857150077819824}
46,39.783,1526855435,user_group-1,7.030723,,{'Latency': 7.030684947967529}
47,39.917,1526855435,user_group-1,1.977596,,{'Latency': 1.9775409698486328}
48,40.017,1526855435,user_group-1,2.250901,,{'Latency': 2.2508668899536133}
49,40.408,1526855436,user_group-1,2.339005,,{'Latency': 2.3389649391174316}
50,42.771,1526855438,user_group-1,2.987786,,{'Latency': 2.987733840942383}
