1,5.150,1526854865,user_group-1,5.131674,,{'Latency': 5.131618022918701}
2,5.151,1526854865,user_group-1,5.126295,,{'Latency': 5.126266956329346}
3,5.152,1526854865,user_group-1,5.131132,,{'Latency': 5.131102085113525}
4,5.152,1526854865,user_group-1,5.124366,,{'Latency': 5.124328851699829}
5,5.155,1526854865,user_group-1,5.140883,,{'Latency': 5.140850067138672}
6,5.166,1526854865,user_group-1,5.161690,,{'Latency': 5.161638021469116}
7,5.320,1526854865,user_group-1,5.298078,,{'Latency': 5.298022985458374}
8,8.273,1526854868,user_group-1,3.113448,,{'Latency': 3.113334894180298}
9,8.369,1526854868,user_group-1,3.202619,,{'Latency': 3.202570915222168}
10,8.398,1526854868,user_group-1,3.245128,,{'Latency': 3.2450928688049316}
11,8.634,1526854868,user_group-1,3.482508,,{'Latency': 3.4824538230895996}
12,8.798,1526854869,user_group-1,3.478135,,{'Latency': 3.4779980182647705}
13,10.210,1526854870,user_group-1,5.054292,,{'Latency': 5.054232120513916}
14,10.215,1526854870,user_group-1,5.056855,,{'Latency': 5.056818962097168}
15,11.799,1526854872,user_group-1,3.430042,,{'Latency': 3.429967164993286}
16,11.803,1526854872,user_group-2,11.781464,,{'Latency': 11.781394958496094}
17,11.802,1526854872,user_group-2,11.794940,,{'Latency': 11.794840097427368}
18,11.803,1526854872,user_group-2,11.791044,,{'Latency': 11.790990829467773}
19,11.844,1526854872,user_group-1,3.446084,,{'Latency': 3.4460439682006836}
20,11.896,1526854872,user_group-1,3.622940,,{'Latency': 3.622901201248169}
21,11.941,1526854872,user_group-1,3.142784,,{'Latency': 3.1427340507507324}
22,12.175,1526854872,user_group-1,3.541375,,{'Latency': 3.541335105895996}
23,13.207,1526854873,user_group-1,2.992220,,{'Latency': 2.9921629428863525}
24,13.731,1526854873,user_group-1,3.520734,,{'Latency': 3.520676851272583}
25,15.222,1526854875,user_group-1,3.422872,,{'Latency': 3.4228341579437256}
26,15.308,1526854875,user_group-1,3.463336,,{'Latency': 3.463296890258789}
27,15.475,1526854875,user_group-1,3.578999,,{'Latency': 3.578840970993042}
28,16.826,1526854877,user_group-1,4.884914,,{'Latency': 4.884860992431641}
29,16.830,1526854877,user_group-1,3.622721,,{'Latency': 3.6226720809936523}
30,16.832,1526854877,user_group-1,3.100783,,{'Latency': 3.100719928741455}
31,16.837,1526854877,user_group-1,4.661715,,{'Latency': 4.661668062210083}
32,19.196,1526854879,user_group-1,3.888577,,{'Latency': 3.8885200023651123}
33,19.197,1526854879,user_group-1,3.720921,,{'Latency': 3.720871925354004}
34,19.201,1526854879,user_group-1,3.979533,,{'Latency': 3.9794881343841553}
35,20.191,1526854880,user_group-1,3.365050,,{'Latency': 3.3650078773498535}
36,21.847,1526854882,user_group-2,10.042417,,{'Latency': 10.042360067367554}
37,21.851,1526854882,user_group-1,2.653137,,{'Latency': 2.6530990600585938}
38,21.851,1526854882,user_group-1,5.013833,,{'Latency': 5.0137951374053955}
39,21.854,1526854882,user_group-1,5.021289,,{'Latency': 5.021254062652588}
40,21.854,1526854882,user_group-1,5.022809,,{'Latency': 5.022774934768677}
41,23.210,1526854883,user_group-2,11.405547,,{'Latency': 11.40135407447815}
42,23.215,1526854883,user_group-1,4.017881,,{'Latency': 4.017802953720093}
43,23.218,1526854883,user_group-1,4.016938,,{'Latency': 4.016878843307495}
44,23.220,1526854883,user_group-1,3.028664,,{'Latency': 3.0285959243774414}
45,25.236,1526854885,user_group-1,3.381547,,{'Latency': 3.3815019130706787}
46,25.237,1526854885,user_group-1,3.384872,,{'Latency': 3.384826898574829}
47,25.239,1526854885,user_group-1,3.385135,,{'Latency': 3.3850820064544678}
48,25.240,1526854885,user_group-1,3.389501,,{'Latency': 3.389453887939453}
49,26.205,1526854886,user_group-1,2.987003,,{'Latency': 2.9869508743286133}
50,26.349,1526854886,user_group-1,3.134620,,{'Latency': 3.1345810890197754}
51,26.872,1526854887,user_group-1,3.648891,,{'Latency': 3.6488161087036133}
52,26.873,1526854887,user_group-2,15.069047,,{'Latency': 15.068947076797485}
53,29.242,1526854889,user_group-1,4.006468,,{'Latency': 4.006408214569092}
54,29.244,1526854889,user_group-1,4.001556,,{'Latency': 4.001504898071289}
55,29.244,1526854889,user_group-1,4.001103,,{'Latency': 4.001049995422363}
